sep=;
Traegernummer;Traegerbezeichnung_1;Traegerbezeichnung_2;Traegerbezeichnung_3;Kurzbezeichnung;PLZ;Ort;Strasse;Telefonvorwahl;Telefon;Faxvorwahl;Fax;Gemeindeschluessel;Rechtsform;
"73696";"Dore-Jacobs-Berufskolleg gGmbH";"";"";"Essen, Dore-Jacobs-Berufskolleg gGmbH";"40822";"Mettmann";"Grünaue 53";"0201";"3164575";"";"";"05158024";"2";
"73702";"Gesamtschulverband";"Bünde/Kirchlengern";"";"Bünde, Gesamtschulverband";"32257";"Bünde";"Bahnhofstr. 13 - 15";"05223";"1610";"";"";"05758004";"1";
"73740";"Schulverband Niederzier/Merzenich";"";"";"Niederzier, Schulverb. Niederz./Merzen.";"52382";"Niederzier";"Rathausstr. 8";"02428";"840";"02428";"84150";"05358048";"1";
"73763";"Zweckverband Gesamtschule";"Langenfeld-Hilden";"";"Langenfeld, Zweckverband Gesamtschule";"40764";"Langenfeld (Rheinland)";"Hildener Str. 3";"02173";"969454";"02173";"969453";"05158020";"1";
"73775";"Kreis Recklinghausen";"Herr Pinnow/ Abt. 40.2";"";"Kreis Recklinghausen";"45657";"Recklinghausen";"Kurt-Schumacher-Allee 1";"02361";"530";"02361";"533290";"05562032";"1";
"73787";"Freie Christliche Schule Lüdenscheid e.V";"";"";"Lüdenscheid, Freie Christl.Schule e.V.";"58515";"Lüdenscheid";"Am Schäferland 1";"02351";"9811610";"02351";"9811661";"05962032";"2";
"73799";"Jüdische Gemeinde Düsseldorf";"";"";"Düsseldorf, Jüdische Gemeinde";"40476";"Düsseldorf";"Zietenstr. 50";"0211";"469120";"0211";"86323219";"05111000";"2";
"73842";"Freie Schule Kierspe gGmbH";"";"";"Kierspe, Freie Schule Kierspe gGmbH";"58566";"Kierspe";"Erlen 5";"02359";"1244";"02359";"1344";"05962028";"2";
"73854";"Schulverein der";"Freien Christlichen Bekenntnisschule";"Gummersbach e.V.";"Gummersbach, Schulverein Freie Christl.";"51643";"Gummersbach";"Hülsenbuscher Str. 5";"02261";"4058337";"02261";"4058311";"05374012";"2";
"73866";"Johannes-Schule Bonn e.V.";"";"";"Bonn, Johannes-Schule Bonn e.V.";"53115";"Bonn";"Rehfuesstr. 38";"0228";"914340";"0228";"9143410";"05314000";"2";
"73878";"Arbeiterwohlfahrt";"Bezirksverband östliches Westfalen e.V.";"";"Bielefeld,Arbeiterwohlfahrt östl. Westf.";"33605";"Bielefeld";"Detmolder Str. 280";"0521";"92160";"";"";"05711000";"2";
"73891";"St. Vincenz-Gesellschaft mbH";"- Sekundarstufe II -";"";"Ahlen, BK St. Vincenz-Gesellschaft mbH";"59227";"Ahlen";"Robert-Koch-Str. 28";"02382";"858601";"02382";"858119";"05570004";"2";
"73910";"Verein Freie Schule Köln e.V.";"";"";"Köln, Verein Freie Schule Köln e.V.";"50670";"Köln";"Bernhard-Letterhaus-Str. 17";"0221";"8888210";"0221";"88882120";"05315000";"2";
"73933";"VITREA Klinik Hattingen GmbH";"";"";"Hattingen, VAMED Klinik Hattingen GmbH";"45527";"Hattingen";"Am Hagen 20";"02324";"9660";"02324";"966816";"05954016";"2";
"74421";"Ita Wegman Bildungszentrum e.V.";"";"";"Wuppertal, Ita Wegman Bildungszentr.e.V.";"42399";"Wuppertal";"Am Kriegermal 3";"0202";"2611199";"0202";"2611198";"05124000";"2";
"75085";"Verein zur Förderung abschlußbezogener";"Jugend- und Erwachsenenbildung e.V.";"";"Köln,Verein z. Förd. Jugend-u.Erw.-Bild.";"51063";"Köln";"Genovevastr. 72";"0221";"962020";"0221";"9620219";"05315000";"2";
"75530";"Deutsch-Französischer";"Schulverein e.V.";"";"Bonn, Deutsch-Französischer Schulverein";"53179";"Bonn";"Meckenheimer Str. 45";"0228";"9538031";"0228";"9538030";"05314000";"2";
"75668";"Independent Bonn";"International School e.V.";"";"Bonn, Independent Bonn Int. School e.V.";"53177";"Bonn";"Tulpenbaumweg 42";"0228";"323166";"0228";"323958";"05314000";"2";
"76077";"Waldorfschulverein Gütersloh e.V.";"";"";"Gütersloh, Waldorfschulverein";"33335";"Gütersloh";"Hermann-Rothert-Str. 7";"05209";"704070";"05209";"7040749";"05754008";"2";
"76284";"Franz Sales Akademie gGmbH";"";"";"Essen, Franz Sales Akademie gGmbH";"45138";"Essen";"Steeler Str. 261";"0201";"2769500";"0201";"2769505";"05113000";"2";
"76510";"Schulverein Freie Evang. Schule e.V.";"";"";"Hagen,Schulverein Freie Evang.Schule e.V";"58089";"Hagen";"Vossacker 23";"02331";"5981100";"02331";"5981199";"05914000";"2";
"76545";"Freikirche";"der Siebten-Tags-Adventisten";"in Nordrhein-Westfalen KdöR";"Herne, Freikirche Siebten-Tags-Advent.";"44625";"Herne";"Bochumer Str. 229";"02323";"227590";"02323";"2275999";"05916000";"2";
"77422";"Zweckverband";"Gesamtschule Mittelkreis";"";"Goch,Zweckverband Ges.schule Mittelkreis";"47574";"Goch";"Südring 28";"02823";"320113";"";"";"05154016";"1";
"77793";"Trägerverein für das Franz-Sales-Haus";"zu Essen";"";"Essen, Trägerverein Franz-Sales-Haus";"45138";"Essen";"Steeler Str. 261";"0201";"2769203";"";"";"05113000";"2";
"77800";"Freie Waldorfschule Soest e.V.";"Hugo Kükelhaus Schule";"";"Soest, Freie Waldorfschule Soest e.V.";"59494";"Soest";"Wisbyring 13";"02921";"343435";"02921";"341904";"05974040";"2";
"77896";"Schulverein Raphael-Schule e.V.";"";"";"Gelsenkirchen,Schulverein Raphael-Schule";"45892";"Gelsenkirchen";"Coesfelder Str. 75";"";"";"";"";"05513000";"2";
"78300";"Stiftung";"Schulen der Brede";"";"Paderborn, Stiftung Schulen der Brede";"33098";"Paderborn";"Domplatz 3";"05251";"1251412";"";"";"05774032";"2";
"78311";"Rudolf-Steiner-Schule Dortmund e.V.";"";"";"Dortmund, Rudolf-Steiner-Schule e.V.";"44225";"Dortmund";"Mergelteichstr. 51";"0231";"7107501";"";"";"05913000";"2";
"78323";"Verein Blote-Vogel";"Freie Schule nach der Pädagogik";"Rudolf Steiners e.V.";"Witten, Verein Blote-Vogel";"58454";"Witten";"Stockumer Str. 108";"02302";"956600";"";"";"05954036";"2";
"78335";"Windrather Talschule e.V.";"";"";"Velbert, Windrather Talschule e.V.";"42555";"Velbert";"Panner Str. 24";"02052";"92640";"02052";"926411";"05158032";"2";
"78347";"Siemens AG";"c/o Herrn Werner Franz";"Siemens Professional Education";"Düsseldorf, Siemens AG";"40468";"Düsseldorf";"Klaus-Bungert-Str. 6";"0211";"81962516";"";"";"05111000";"2";
"78360";"Trägerverein";"Freie Waldorfschule in Everswinkel e.V.";"";"Everswinkel, Trägerverein Waldorfschule";"48351";"Everswinkel";"Wester 32";"02582";"991818";"02582";"991819";"05570024";"2";
"78384";"Initiative für Jugendhilfe, Bildung";"und Arbeit e.V.";"";"Lippstadt, Initiative für Jugendhilfe";"59557";"Lippstadt";"Südstr. 18";"02941";"752140";"02941";"752222";"05974028";"2";
"78402";"Freie Schule Wuppertal e.V.";"Trägerverein";"";"Wuppertal, Freie Schule e.V.";"42287";"Wuppertal";"Zu den Erbhöfen 39 A";"0202";"2653197";"";"";"05124000";"2";
"78414";"Schulzweckverband";"der Städte Kreuztal und Hilchenbach";"";"Kreuztal, Schulzweckverband";"57223";"Kreuztal";"Siegener Str. 5";"02732";"510";"02732";"4534";"05970024";"1";
"78815";"Amos-Comenius-Schule";"Private Schule Aachen GmbH";"Geschäftsf.: Hans-Albert Ohnesorge";"Aachen, Amos-Comenius-Schule Aachen GmbH";"52066";"Aachen";"Kurbrunnenstr. 6";"0241";"91609560";"0241";"91609570";"05334002";"2";
"78979";"Marienschule Lippstadt e.V.";"";"";"Lippstadt, Marienschule e.V.";"59558";"Lippstadt";"Pauline-von-Mallinckrodt-Platz 1";"02941";"88585";"02941";"88588";"05974028";"2";
"78980";"Gymnasium Maria Königin e.V.";"";"";"Lennestadt, Gymnasium Maria Königin e.V.";"57368";"Lennestadt";"Olper Str. 46";"02723";"68780";"02723";"687828";"05966020";"2";
"79182";"Trägerverein der Jüdischen Schule";"zu Köln e.V.";"";"Köln, Trägerverein der Jüdischen Schule";"50823";"Köln";"Ottostr. 85";"0221";"71662402";"0221";"71662400";"05315000";"2";
"79479";"Trägerverein der";"Waldorf-Dorfschule Lennetal e.V.";"";"Neuenrade, Trägerverein Waldorfschule";"58809";"Neuenrade";"Remmelshagen 1-5";"02392";"913667";"02392";"913666";"05962048";"2";
"79583";"Johanna-Ruß-Schule e.V.";"- Vorstand -";"";"Siegen, Johanna-Ruß-Schule e.V.";"57072";"Siegen";"Numbachstr. 3";"0271";"23313";"0271";"2331450";"05970040";"2";
"79741";"Trägerverein";"Die Schul- und Lern-Gemeinschaft e.V.";"z. Hd. Herrn Johannes Menn";"Reichshof, Die Schul- u. Lern-Gem. e.V.";"51580";"Reichshof";"Sotterbacher Str. 3";"02296";"999020";"02296";"9990229";"05374040";"2";
"79790";"Gemeinnützige Schulgesellschaft";"Franziskus-Gymnasium Vossenack mbH";"";"Hürtgenwald, Gemeinn. Schulg. Franziskus";"52393";"Hürtgenwald";"Franziskusweg 1";"02429";"30860";"02429";"30866";"05358016";"2";
"79911";"Freie Waldorfschule Minden e.V.";"";"";"Minden, Freie Waldorfschule Minden e.V.";"32429";"Minden";"Haberbreede 37";"05734";"96040";"05734";"960440";"05770024";"2";
"80007";"bm-gesellschaft für bildung";"in medienberufen mbh";"";"Köln, bm-gesellschaft f. bild. in medien";"50677";"Köln";"Sachsenring 79";"0221";"789700";"0221";"78970111";"05315000";"2";
"80123";"Currenta GmbH & Co. OHG";"als Schulträger d. BK Werkberufsschule";"u.Fachschule für Technik (Chemietechnik)";"Leverkusen, Currenta GmbH & Co. OHG";"51375";"Leverkusen";"Chempark Gebäude K 46";"0214";"3025911";"0214";"3052694";"05316000";"2";
"80305";"Freie Waldorfschule";"Kreis Heinsberg e.V.";"z.Hd. des Vorstandes";"Wegberg, FW Kreis Heinsberg e.V.";"41844";"Wegberg";"Dechant-Ruppertzhoven-Weg 12";"02436";"380077";"02436";"380386";"05370040";"2";
"80755";"Josefsheim gGmbH";"- Geschäftsführung -";"";"Olsberg, Josefsheim gGmbH";"59939";"Olsberg";"Heinrich-Sommer-Str. 13";"02962";"800471";"02962";"800555";"05958036";"2";
"80780";"Benediktushof gGmbH";"";"";"Reken, Benediktushof gGmbH";"48734";"Reken";"Meisenweg 15";"02864";"889400";"02864";"889405";"05554044";"2";
"80792";"IWK-Institut für Weiterbildung";"in der Kranken- und Altenpflege gGmbH";"";"Delmenhorst, IWK-Inst. f. Weiterbildung";"51545";"Waldbröl";"Brölbahnstr. 19";"02291";"901333";"02291";"901334";"05374044";"2";
"81152";"Freie gemeinnützige Gesellschaft";"für Aktive Bildung mbH";"";"Wülfrath, Fr. gemeinnützige Gesellschaft";"42489";"Wülfrath";"Düsseler Str. 21";"02058";"7764022";"02058";"7764010";"05158036";"2";
"81267";"Verein Parzival-Schule Aachen e.V.";"";"";"Aachen, Verein Parzival-Schule e.V.";"52074";"Aachen";"Aachener-und-Münchener-Allee 5";"0241";"5596944";"0241";"5596942";"05334002";"2";
"81309";"Schulzweckverband Lotte-Westerkappeln";"";"";"Westerkappeln, Schulzweckverband Lotte-W";"49492";"Westerkappeln";"Große Str. 13";"";"";"";"";"05566092";"1";
"81346";"Regenbogen Bildungswerkstatt e.V.";"";"";"Geseke, Regenbogen Bildungswerkst.e.V.";"59590";"Geseke";"Steinhauser Str. 8";"02954";"9796229";"02954";"9796213";"05974020";"2";
"81358";"DRK-Kinderklinik Siegen gGmbH";"";"";"Siegen, DRK-Kinderklinik Siegen gGmbH";"57072";"Siegen";"Wellersbergstr. 60";"0271";"23450";"0271";"56391";"05970040";"2";
"81360";"Montessori-Verein Niederrhein e.V.";"";"";"Rheinberg, Montessori-Verein Niederrhein";"47495";"Rheinberg";"Pastor-Wilden-Str. 7";"02802";"9484750";"";"";"05170032";"2";
"81371";"Montessori-Schule Münster e.V.";"z.H. Frau Eva Grindel";"";"Münster, Montessori-Schule Münster e.V.";"48155";"Münster";"Soester Str. 13";"0251";"6097060";"0251";"60970620";"05515000";"2";
"81449";"MW Malteser Werke gGmbH";"";"";"Köln, MW Malteser Werke gGmbH";"51103";"Köln";"Erna-Scheffler-Str. 2";"0221";"98221800";"0221";"98221899";"05315000";"2";
"81474";"Förderschule im Alten Pfarrhaus GmbH";"";"";"Herdecke, Fördersch. im Alten Pfarrhaus";"58313";"Herdecke";"Kirchender Dorfweg 21";"02330";"608015";"";"";"05954020";"2";
"81486";"ESTA-Bildungswerk gGmbH";"Zentrale Geschäftsführung";"";"Bad Oeynhausen, ESTA-Bildungswerk gGmbH";"32545";"Bad Oeynhausen";"Bismarckstr. 8";"05731";"1570";"05731";"157101";"05770004";"2";
"81632";"Trägerverein Maria Montessori";"Grundschule e.V.";"Coesfeld e.V.";"Coesfeld, Trägerv. Maria Montessori e.V.";"48653";"Coesfeld";"Seminarstr. 13";"02541";"8012838";"02541";"8012836";"05558012";"2";
"81644";"Schulzweckverband";"Medebach-Hallenberg";"";"Medebach, Schulzweckverb.Medeb.-Hallenb.";"59964";"Medebach";"Oberstr. 28-30";"";"";"";"";"05958028";"1";
"81668";"Schulzweckverband";"Horstmar-Schöppingen";"";"Schöppingen,Schulzweckverb.Horstm.-Schöp";"48624";"Schöppingen";"Amtsstr. 17";"";"";"";"";"05554052";"1";
"81670";"KOSMOS-Bildung gGmbH";"Herr Dieter Hieke";"";"Havixbeck, KOSMOS-Bildung gGmbH";"48329";"Havixbeck";"Tilbeck 2";"02507";"5392109";"02507";"5392103";"05558020";"2";
"81747";"Schulverband";"Pestalozzischule Blomberg";"";"Blomberg, Schulverband Pestalozzischule";"32825";"Blomberg";"Marktplatz 1";"05235";"444";"";"";"05766016";"1";
"81772";"Stiftung Marienschule der Ursulinen";"";"";"Bielefeld,Stiftung Mariensch.d.Ursulinen";"33611";"Bielefeld";"Sieboldstr. 4a";"0521";"871851";"0521";"8752273";"05711000";"2";
"81802";"Freie Bildungsschule Harzberg e.V.";"";"";"Lügde, Fr. Bildungsschule Harzberg e.V.";"32676";"Lügde";"Am Harzberg 1";"05282";"9696940";"03212";"1021778";"05766052";"2";
"81838";"Schulzweckverband Legden-Rosendahl";"";"";"Legden, Schulzweckverb. Legden-Rosendahl";"48739";"Legden";"Amtshausstr. 1";"";"";"";"";"05554036";"1";
"81840";"Erzieherkolleg Malche e.V.";"";"";"Porta Westfalica, Erzieherkolleg Malche";"32457";"Porta Westfalica";"Portastr. 8";"0571";"64530";"0571";"6453119";"05770032";"2";
"81851";"Das Forscherhaus";"Gemeinnützige Bildungsgesellschaft mbH";"";"Herford, Das Forscherhaus gGmbH";"32051";"Herford";"Hausheider Str. 124";"05221";"33494";"05221";"343899";"05758012";"2";
"81863";"Schulverein der";"Freien Christlichen Schule Düren";"";"Düren, Schulverein Fr. Christl. Schule";"52349";"Düren";"Im Weyerfeld 5";"02421";"208640";"02421";"2086420";"05358008";"2";
"81899";"Schul- und Bildungswerkstatt gGmbH";"";"";"Bochum, Schul- und Bildungswerkst. gGmbH";"44795";"Bochum";"Springorumallee 2";"0234";"38877200";"0234";"8599172";"05911000";"2";
"81905";"Schul- und Kindergartenverein Beth-El";"der Mennoniten Brüdergemeinde Euskirchen";"";"Euskirchen,Schul-u.Kindergartenv.Beth-El";"53879";"Euskirchen";"Unitasstr. 46";"02251";"7732715";"02251";"7732716";"05366016";"2";
"81929";"Gemeinnützige Gesellschaft ASK mbH";"";"";"Köln, Gemeinnützige Gesellschaft ASK mbH";"50829";"Köln";"Wasseramselweg 11";"0221";"9527570";"0221";"95275729";"05315000";"2";
"81942";"Franziskus-Schule";"Neunkirchen-Seelscheid e.V.";"";"Neunkirchen-Seel.,Franziskus-Sch.e.V.";"53819";"Neunkirchen-Seelscheid";"Breite Str. 44";"02247";"9000151";"02247";"9000153";"05382040";"2";
"81991";"Spektrum Bildungs-und Dialogverein e.V.";"";"";"Solingen, Spektrum Bild.-u.Dialogv. e.V.";"42329";"Wuppertal";"Boltenheide 4";"0202";"4292255";"0202";"4292253";"05124000";"2";
"82004";"Caritas Wohnen";"im Erzbistum Paderborn";"gemeinnützige GmbH";"Paderborn, Caritas Wohnen gGmbH";"33104";"Paderborn";"Merschweg 1a";"05254";"99600";"05254";"96080";"05774032";"2";
"82053";"Berufskolleg Hückeswagen - Privatschule";"Bergischer Unternehmen gGmbH";"";"Hückeswagen,BK Hückesw.Berg.Untern.gGmbH";"42499";"Hückeswagen";"Goethestr. 83";"02192";"9337258";"02192";"9338491";"05374016";"2";
"82065";"Rhein-Erft-Akademie GmbH";"";"";"Hürth, Rhein-Erft-Akademie GmbH";"50354";"Hürth";"Industriestr. 149";"02233";"486768";"02233";"486041";"05362028";"2";
"82077";"Träger der Freien Christlichen Schulen";"Bonn/Rhein-Sieg e.V.";"";"Bonn, Träger d. Fr. Christlichen Schulen";"53347";"Alfter";"Schöntalweg 5";"0228";"962000";"0228";"9620029";"05382004";"2";
"82089";"Trägerverein";"Helene-Helming-Schule Ahaus e.V.";"";"Ahaus, Trägerverein Helene-Helming e.V.";"48683";"Ahaus";"Wessumer Str. 59";"02561";"8962348";"02561";"8962349";"05554004";"2";
"82090";"Heinz Hunger Berufskolleg gGmbH";"";"";"Bielefeld,H. Hunger Berufskolleg gGmbH";"33602";"Bielefeld";"August-Bebel-Str. 135";"0521";"5573100410";"0521";"5573100499";"05711000";"2";
"82119";"FSTL GmbH";"c/o Hermann Stubbe";"";"Ibbenbüren, FSTL GmbH";"49479";"Ibbenbüren";"Wilhelmstr. 243";"05451";"5429150";"05451";"5429151";"05566028";"2";
"82120";"Montessorischule Salzkotten e.V.";"";"";"Salzkotten, Montessorischule Salzk. e.V.";"33154";"Salzkotten";"Am Friedhof 11";"05258";"2108080";"05258";"9764994";"05774036";"2";
"82132";"AFBB";"Akademie für berufliche Bildung gGmbH";"";"Dresden, AFBB gGmbH";"01307";"Dresden";"Blasewitzer Str. 59";"0351";"4445100";"0351";"4445209";"05999999";"2";
"82156";"Kolping Schulwerk gemeinnützige GmbH";"";"";"Paderborn, Kolping Schulwerk gGmbH";"33098";"Paderborn";"Am Busdorf 7";"05251";"2888547";"";"";"05774032";"2";
"82168";"Christlicher Schulverein Minden e.V.";"";"";"Minden, Christl. Schulverein Minden e.V.";"32425";"Minden";"Kingsleyallee 6";"0571";"94190731";"0571";"94190733";"05770024";"2";
"82193";"B & P gGmbH";"";"";"Köln, B & P gGmbH";"51065";"Köln";"Arnsberger Str. 11";"0221";"96819812";"0221";"96819814";"05315000";"2";
"82223";"DIE Stiftung";"private Schulen gemeinnützige GmbH";"";"Köln, DIE Stiftung priv. Schulen gGmbH";"50670";"Köln";"Gladbacher Wall 5";"0221";"91249361";"0221";"1392986";"05315000";"2";
"82259";"Evangelischer Kirchenkreis";"Soest";"";"Soest, Evangelischer Kirchenkreis Soest";"59494";"Soest";"Puppenstr. 3-5";"02921";"3960";"02921";"396115";"05974040";"2";
"82260";"Freie Christliche Bekenntnisschule e.V.";"";"";"Hennef,Freie Christl. Bekenntnissch.e.V.";"53773";"Hennef (Sieg)";"Heidestr. 2";"02242";"8743906";"02242";"8743905";"05382020";"2";
"82272";"Berufskollegs der Bauwirtschaft gGmbH";"";"";"Düsseldorf,Berufskol.d.Bauwirtsch. gGmbH";"40237";"Düsseldorf";"Uhlandstr. 56";"";"";"";"";"05111000";"2";
"82302";"BilinGO gGmbH";"";"";"Köln, BilinGO gGmbH";"50933";"Köln";"Stolberger Str. 311";"0221";"78873800";"0221";"78873810";"05315000";"2";
"82314";"Wirtschaftskolleg Weststadt gGmbH";"";"";"Essen, Wirtschaftskolleg Weststadt gGmbH";"45127";"Essen";"Thea-Leymann-Str. 35";"0201";"8216490";"";"";"05113000";"2";
"82338";"Rhein-Sieg-Akademie-Kunstkolleg gGmbH";"";"";"Hennef,Rhein-Sieg-Akad.-Kunstkoll. gGmbH";"53773";"Hennef (Sieg)";"Wehrstr. 143";"02242";"2141";"";"";"05382020";"2";
"82363";"Schulzweckverband Beckum-Ennigerloh";"";"";"Ennigerloh, Schulzweckv.Beckum-Ennigerl.";"59320";"Ennigerloh";"Marktplatz 1";"";"";"";"";"05570020";"1";
"82399";"Schulzweckverband";"Sekundarschule Anröchte/Erwitte";"";"Anröchte,Schulzweckverb.SK Anrö./Erwitte";"59609";"Anröchte";"Hauptstr. 74";"";"";"";"";"05974004";"1";
"82417";"Schulzweckverband";"Sekundarschule Kreuzau/Nideggen";"";"Kreuzau, Schulzweckverb.Kreuzau/Nideggen";"52372";"Kreuzau";"Bahnhofstr. 7";"";"";"";"";"05358028";"1";
"82466";"Michaeli Schulverein e.V.";"";"";"Köln, Michaeli Schulverein e.V.";"50677";"Köln";"Vorgebirgswall 4-8";"0221";"9235910";"";"";"05315000";"2";
"82478";"HagenSchule";"gemeinnützige Aktiengesellschaft";"";"Hagen, HagenSchule gemeinnützige AG";"58097";"Hagen";"Am Höing 12";"02331";"3400070";"";"";"05914000";"2";
"82508";"OSK Offene Schule Köln gGmbH";"";"";"Köln, OSK Offene Schule Köln gGmbH";"50999";"Köln";"Sürther Str. 199";"0221";"3377030";"0221";"337703299";"05315000";"2";
"82510";"BISA Bildungs-u.Schulakademie gGmbH";"";"";"Duisburg, BISA gGmbH";"47259";"Duisburg";"Schulz-Knaudt-Str. 50";"0203";"7388300";"";"";"05112000";"2";
"82557";"Schulzweckverband der Stadt Monschau und";"der Gemeinden Simmerath, Hürtgenwald";"Schulverband Nordeifel";"Monschau,Schulzweckv.Mon/Simm/Hürtgenw.";"52156";"Monschau";"Laufenstr. 84";"";"";"";"";"05334020";"1";
"82582";"Schulzweckverband";"Blankenheim/Nettersheim";"";"Blankenheim, Schulzw. Blankenh/Nettersh.";"53945";"Blankenheim";"Finkenberg 8";"";"";"";"";"05366008";"1";
"82600";"Werkstatt im Kreis Unna GmbH";"";"";"Unna, Werkstatt Kreis Unna GmbH";"59423";"Unna";"Nordring 43";"02303";"5888920";"";"";"05978036";"2";
"82636";"Privates Ernst-Kalkuhl-Gymnasium GmbH";"";"";"Bonn, Priv. Ernst-Kalkuhl-Gym GmbH";"53227";"Bonn";"Königswinterer Str. 534";"0228";"970900";"0228";"9709099";"05314000";"2";
"82648";"Lummerlandschule gemeinnützige UG";"";"";"Paderborn, Lummerlandschule gem. UG";"33100";"Paderborn";"Vattmannstr. 5-5a";"05251";"8920640";"";"";"05774032";"2";
"82650";"Wirtschaftskolleg Bochum gGmbH";"";"";"Bochum, Wirtschaftskolleg Bochum gGmbH";"44793";"Bochum";"Bessemerstr. 80";"";"";"";"";"05911000";"2";
"82661";"Montessori-Schule Sendenhorst";"gemeinnützige GmbH";"";"Sendenhorst, Montessori-Schule gGmbH";"48324";"Sendenhorst";"Teigelkamp 5";"02526";"5379400";"02526";"5379422";"05570040";"2";
"82673";"Kompass Espelkamp e.V.";"";"";"Espelkamp, Kompass Espelkamp e.V.";"32339";"Espelkamp";"Koloniestr. 18";"05772";"9165926";"";"";"05770008";"2";
"82685";"VCS - Rhein-Sieg e.V.";"";"";"Siegburg, VCS - Rhein-Sieg e.V.";"53721";"Siegburg";"Frankfurter Str. 86";"02241";"1265026";"";"";"05382060";"2";
"82715";"Freie Schule Wesel e.V.";"";"";"Rheinberg, Freie Schule Wesel e.V.";"47495";"Rheinberg";"Pastor-Wilden-Str. 7";"";"";"";"";"05170032";"2";
"82740";"Privater Schulträgerverein Rüthen e.V.";"";"";"Rüthen,Priv.Schulträgerver. Rüthen e.V.";"59602";"Rüthen";"Schlangenpfad 15";"02952";"7353971";"02952";"7353970";"05974036";"2";
"82764";"Schulstiftung St. Ursula Aachen";"";"";"Aachen, Schulstiftung St. Ursula";"52062";"Aachen";"Bergdriesch 32-36";"0241";"47030435";"0241";"23595";"05334002";"2";
"82790";"Schulzweckverband Aldenhoven/Linnich";"";"";"Aldenhoven, Schulzweckverb.Aldenh.-Linn.";"52457";"Aldenhoven";"Dietrich-Mülfahrt-Str. 11-13";"";"";"";"";"05358004";"1";
"82806";"Diakonische Stiftung Ummeln";"";"";"Bielefeld, Diakonische Stiftung Ummeln";"33649";"Bielefeld";"Veerhoffstr. 5";"";"";"";"";"05711000";"2";
"82867";"FRIEDRICH KRÜGER STIFTUNG";"";"";"Lotte, Friedrich Krüger Stiftung";"49504";"Lotte";"Westerkappelner Str. 66";"05404";"96270";"05404";"962760";"05566048";"2";
"82879";"Stiftung St. Ursula Dorsten";"";"";"Dorsten, Stiftung St. Ursula";"46282";"Dorsten";"Ursulastr. 12";"02362";"912714";"02362";"45321";"05562012";"2";
"82880";"Sozialwerk für Bildung und Jugend gGmbH";"";"";"Olsberg, Sozialwerk f. Bild.u.Jug. gGmbH";"59939";"Olsberg";"Am Schwesternheim 7";"02962";"9791115";"02962";"971110";"05958036";"2";
"82910";"b school gemeinnützige GmbH";"";"";"Hilchenbach, b school gemeinnützige GmbH";"57271";"Hilchenbach";"Stift-Keppel-Weg 16";"";"";"";"";"05970020";"2";
"82922";"Trägerverein Freie Waldorfschule";"Lienen e.V.";"";"Lienen, Fr. Walddorfschule Lienen e.V.";"49536";"Lienen";"Lührmanns Weg 1";"0548";"37549044";"";"";"05566044";"2";
"82934";"Peter Gläsel Stiftung";"";"";"Detmold, Peter Gläsel Stiftung";"32756";"Detmold";"Allee 15";"05231";"3082612";"05231";"3082610";"05766020";"2";
"82958";"Förderschulzweckverband";"im Kreis Düren";"";"Kreis Düren, Förderschulzweckverband";"52351";"Düren";"Bismarckstr. 16";"";"";"";"";"05358008";"1";
"82971";"Freie Schule Berkenroth e.V.";"";"";"Nümbrecht, Fr.Schule Nümbrecht";"51588";"Nümbrecht";"Berkenrother Str. 14";"02291";"9074733";"";"";"05374032";"2";
"82983";"sci.moers gGmbH";"";"";"Moers, sci.moers gGmbH";"47441";"Moers";"Hanns-Albeck-Platz 2";"0151";"22225132";"";"";"05170024";"2";
"83021";"Schönstätter Marienschule Borken e.V.";"";"";"Borken,Schönstätter Mariensch.Borken e.V";"46325";"Borken";"Kapellenstr. 60";"02861";"9230";"02861";"923133";"05554012";"2";
"83057";"Lern- und Lebenswelt Facettenreich gGmbH";"";"";"Issum,Lern-u.Lebensw.Facettenreich gGmbH";"47661";"Issum";"Burgweg 15";"02835";"4479288";"";"";"05154020";"2";
"83069";"EUREGIO-Realschule Kranenburg e.V.";"";"";"Kranenburg,EUREGIO-Reals. Kranenburg e.V";"47559";"Kranenburg";"Am Hofberg 5";"";"";"";"";"05154040";"2";
"83094";"Tagesklinik Walstedde GmbH";"";"";"Drensteinfurt,Tagesklinik Walstedde GmbH";"48317";"Drensteinfurt";"Dorfstr. 9";"02387";"91946000";"";"";"05570016";"2";
"83100";"Freie Veytalschule e.V.";"";"";"Mechernich, Freie Veytalschule e.V.";"53894";"Mechernich";"Am Katzenstein 1";"";"";"";"";"05366028";"2";
"83112";"Christlicher Schulverein Paderborn e.V.";"";"";"Paderborn,Christl.Schulv. Paderborn e.V.";"33189";"Schlangen";"Rosenstr. 15";"05252";"9154400";"05252";"9154499";"05766064";"2";
"83136";"Montessori Schule Bielefeld gGmbH";"";"";"Bielefeld, Montessori Schule gGmbH";"33649";"Bielefeld";"Mülheimer Str. 18";"0521";"75984510";"0521";"75984519";"05711000";"2";
"83148";"Semper Schulen Nordrhein-Westfalen gGmbH";"";"";"Dortmund, Semper Schulen NRW gGmbH";"44269";"Dortmund";"Lissaboner Allee 15";"0231";"22210010";"0231";"22210013";"05913000";"2";
